Date,Ip Region,New Device,R2,R3,R4,R5,R6,R7,R14,R30,R7/R2,R30/R14,R14/R7,R7/R3,R3/R2,,Date: 2025-02-01 -- 2026-04-08
2025-02-01,BR,1961,38.86%,21.67%,16.01%,12.90%,9.94%,9.08%,4.69%,2.65%,23.36%,56.52%,51.69%,41.88%,55.77%,,"Ip Region: VN,TH,BR,MX,ID"
2025-03-08,ID,5185,44.03%,23.12%,16.62%,12.67%,9.86%,8.49%,4.22%,2.24%,19.27%,52.97%,49.77%,36.70%,52.52%
2025-03-08,MX,317,36.91%,21.45%,17.35%,12.30%,8.52%,11.99%,7.57%,5.36%,32.48%,70.83%,63.16%,55.88%,58.12%
2025-03-08,TH,2707,50.98%,30.48%,22.05%,18.29%,14.67%,13.11%,5.80%,2.36%,25.72%,40.76%,44.23%,43.03%,59.78%
2025-03-08,VN,296,48.31%,27.36%,25.00%,20.61%,19.93%,15.54%,6.76%,6.08%,32.17%,90.00%,43.48%,56.79%,56.64%
2025-03-09,BR,1110,34.77%,21.98%,15.95%,14.32%,11.35%,12.16%,6.67%,2.25%,34.97%,33.78%,54.81%,55.33%,63.21%
2025-03-09,ID,5174,38.60%,23.93%,15.38%,12.35%,9.93%,8.97%,4.56%,2.38%,23.23%,52.12%,50.86%,37.48%,61.99%
2025-03-09,MX,363,35.54%,25.62%,17.91%,16.25%,13.50%,16.80%,8.54%,4.68%,47.29%,54.84%,50.82%,65.59%,72.09%
2025-03-09,TH,2138,45.18%,28.86%,21.89%,17.68%,14.73%,14.22%,6.08%,2.95%,31.47%,48.46%,42.76%,49.27%,63.87%
2025-03-09,VN,303,47.52%,31.68%,24.09%,20.79%,18.81%,17.16%,8.91%,5.28%,36.11%,59.26%,51.92%,54.17%,66.67%
2025-03-10,BR,623,32.10%,19.42%,14.29%,11.72%,9.95%,7.70%,4.17%,1.93%,24.00%,46.15%,54.17%,39.67%,60.50%
2025-03-10,ID,4224,43.63%,25.97%,17.76%,13.33%,11.01%,9.26%,4.40%,1.78%,21.22%,40.32%,47.57%,35.64%,59.52%
2025-03-10,MX,221,39.37%,21.27%,17.65%,14.03%,12.22%,10.41%,6.33%,4.07%,26.44%,64.29%,60.87%,48.94%,54.02%
2025-03-10,TH,1761,48.50%,32.48%,23.17%,18.51%,15.73%,13.57%,5.57%,2.39%,27.99%,42.86%,41.00%,41.78%,66.98%
2025-03-10,VN,203,48.77%,29.06%,22.66%,19.21%,16.75%,13.30%,7.39%,4.43%,27.27%,60.00%,55.56%,45.76%,59.60%
2025-03-11,BR,708,39.83%,26.55%,19.21%,15.11%,12.01%,10.31%,2.97%,1.84%,25.89%,61.90%,28.77%,38.83%,66.67%
2025-03-11,ID,4391,43.41%,23.91%,18.01%,12.37%,9.36%,7.58%,3.73%,1.53%,17.47%,40.85%,49.25%,31.71%,55.09%
2025-03-11,MX,221,40.27%,26.70%,19.46%,21.27%,14.93%,14.48%,6.33%,4.07%,35.96%,64.29%,43.75%,54.24%,66.29%
2025-03-11,TH,1849,47.97%,31.15%,22.23%,18.55%,15.47%,11.95%,6.00%,2.00%,24.92%,33.33%,50.23%,38.37%,64.94%
2025-03-11,VN,180,49.44%,30.00%,20.56%,15.56%,10.56%,11.11%,5.56%,3.89%,22.47%,70.00%,50.00%,37.04%,60.67%
2025-03-12,BR,715,35.66%,22.94%,17.34%,15.52%,11.75%,10.35%,4.76%,1.96%,29.02%,41.18%,45.95%,45.12%,64.31%
2025-03-12,ID,4526,42.20%,24.97%,17.21%,14.12%,10.80%,9.01%,4.09%,1.81%,21.36%,44.32%,45.34%,36.11%,59.16%
2025-03-12,MX,232,40.52%,29.31%,19.83%,19.40%,13.79%,17.24%,6.03%,3.45%,42.55%,57.14%,35.00%,58.82%,72.34%
2025-03-12,TH,1747,50.03%,32.34%,23.98%,18.32%,14.14%,11.56%,5.21%,1.83%,23.11%,35.16%,45.05%,35.75%,64.65%
2025-03-12,VN,196,52.04%,35.20%,27.04%,19.90%,14.29%,16.84%,6.63%,5.61%,32.35%,84.62%,39.39%,47.83%,67.65%
2025-03-13,BR,696,39.37%,26.87%,19.83%,13.79%,12.79%,11.35%,5.03%,2.44%,28.83%,48.57%,44.30%,42.25%,68.25%
2025-03-13,ID,4163,42.25%,24.17%,16.17%,11.07%,9.58%,7.78%,3.10%,1.23%,18.42%,39.53%,39.81%,32.21%,57.19%
2025-03-13,MX,196,35.20%,28.06%,23.47%,15.31%,19.39%,14.29%,7.14%,2.04%,40.58%,28.57%,50.00%,50.91%,79.71%
2025-03-13,TH,1875,48.69%,30.13%,20.48%,16.16%,14.29%,10.40%,4.16%,1.28%,21.36%,30.77%,40.00%,34.51%,61.88%
2025-03-13,VN,202,48.02%,38.12%,26.73%,21.29%,18.32%,18.81%,7.92%,3.96%,39.18%,50.00%,42.11%,49.35%,79.38%
2025-03-14,BR,752,37.50%,24.07%,15.96%,13.03%,10.11%,9.44%,4.12%,1.86%,25.18%,45.16%,43.66%,39.23%,64.18%
2025-03-14,ID,4228,43.52%,25.07%,16.63%,13.13%,10.95%,9.25%,3.95%,2.08%,21.25%,52.69%,42.71%,36.89%,57.61%
2025-03-14,MX,254,35.04%,23.23%,17.32%,13.78%,15.75%,12.99%,5.91%,3.15%,37.08%,53.33%,45.45%,55.93%,66.29%
2025-03-14,TH,2001,48.78%,31.13%,21.94%,15.79%,12.29%,10.24%,4.25%,1.60%,21.00%,37.65%,41.46%,32.91%,63.83%
2025-03-14,VN,253,52.96%,32.81%,26.88%,22.13%,20.95%,17.79%,7.91%,7.11%,33.58%,90.00%,44.44%,54.22%,61.94%
2025-03-15,BR,1048,35.11%,19.47%,14.22%,12.69%,9.83%,8.11%,4.10%,1.72%,23.10%,41.86%,50.59%,41.67%,55.43%
2025-03-15,ID,4685,43.80%,23.16%,17.18%,14.02%,11.31%,10.12%,3.56%,2.39%,23.10%,67.07%,35.23%,43.69%,52.88%
2025-03-15,MX,346,38.44%,22.83%,16.18%,14.74%,12.14%,12.72%,5.20%,1.45%,33.08%,27.78%,40.91%,55.70%,59.40%
2025-03-15,TH,4584,57.07%,33.57%,24.19%,19.63%,16.10%,14.53%,6.20%,2.79%,25.46%,45.07%,42.64%,43.27%,58.83%
2025-03-15,VN,266,42.86%,23.31%,20.68%,15.04%,12.03%,12.41%,4.51%,4.14%,28.95%,91.67%,36.36%,53.23%,54.39%
2025-03-16,BR,1073,31.78%,21.44%,18.08%,13.33%,11.56%,11.93%,4.94%,1.49%,37.54%,30.19%,41.41%,55.65%,67.45%
2025-03-16,ID,4796,39.91%,23.67%,17.39%,12.97%,11.47%,10.20%,4.32%,2.15%,25.55%,49.76%,42.33%,43.08%,59.30%
2025-03-16,MX,341,36.95%,18.77%,16.42%,13.20%,14.08%,12.02%,7.33%,0.88%,32.54%,12.00%,60.98%,64.06%,50.79%
2025-03-16,TH,3701,52.63%,35.10%,24.89%,19.81%,16.97%,15.51%,6.08%,2.38%,29.47%,39.11%,39.20%,44.19%,66.68%
2025-03-16,VN,298,41.28%,27.85%,20.47%,19.13%,16.44%,13.09%,6.04%,2.68%,31.71%,44.44%,46.15%,46.99%,67.48%
2025-03-17,BR,662,40.48%,23.87%,18.28%,15.86%,11.93%,12.69%,4.98%,1.51%,31.34%,30.30%,39.29%,53.16%,58.96%
2025-03-17,ID,3964,44.32%,25.63%,17.48%,13.07%,10.65%,9.11%,3.73%,2.09%,20.55%,56.08%,41.00%,35.53%,57.83%
2025-03-17,MX,299,31.44%,23.41%,16.72%,16.72%,16.05%,10.03%,5.35%,1.34%,31.91%,25.00%,53.33%,42.86%,74.47%
2025-03-17,TH,3048,52.40%,33.86%,24.64%,20.90%,17.88%,14.90%,6.53%,2.72%,28.43%,41.71%,43.83%,43.99%,64.62%
2025-03-17,VN,165,46.06%,32.12%,22.42%,20.00%,18.18%,14.55%,9.09%,4.85%,31.58%,53.33%,62.50%,45.28%,69.74%
2025-03-18,BR,665,34.14%,22.11%,18.95%,15.79%,12.78%,9.62%,3.91%,1.50%,28.19%,38.46%,40.62%,43.54%,64.76%
2025-03-18,ID,3811,42.19%,26.19%,16.95%,12.57%,10.29%,8.48%,3.62%,2.02%,20.09%,55.80%,42.72%,32.36%,62.06%
2025-03-18,MX,199,40.20%,31.66%,28.64%,22.61%,18.59%,17.09%,5.03%,2.51%,42.50%,50.00%,29.41%,53.97%,78.75%
2025-03-18,TH,2637,51.38%,33.26%,25.18%,20.10%,16.04%,13.65%,4.66%,2.01%,26.57%,43.09%,34.17%,41.05%,64.72%
2025-03-18,VN,188,43.62%,26.06%,25.00%,20.74%,16.49%,16.49%,10.11%,9.04%,37.80%,89.47%,61.29%,63.27%,59.76%
2025-03-19,BR,681,35.39%,21.15%,19.82%,15.42%,12.33%,11.16%,4.70%,1.17%,31.54%,25.00%,42.11%,52.78%,59.75%
2025-03-19,ID,4035,43.62%,24.78%,15.84%,11.52%,9.12%,7.46%,3.27%,1.86%,17.10%,56.82%,43.85%,30.10%,56.82%
2025-03-19,MX,219,42.92%,26.94%,25.11%,21.00%,18.72%,14.16%,10.05%,3.20%,32.98%,31.82%,70.97%,52.54%,62.77%
2025-03-19,TH,2303,50.59%,32.87%,24.14%,18.80%,15.68%,11.59%,4.99%,2.82%,22.92%,56.52%,43.07%,35.27%,64.98%
2025-03-19,VN,208,52.40%,30.77%,26.92%,19.71%,22.60%,16.83%,9.13%,5.29%,32.11%,57.89%,54.29%,54.69%,58.72%
2025-03-20,BR,563,39.61%,26.47%,21.14%,14.03%,11.72%,11.01%,3.55%,1.07%,27.80%,30.00%,32.26%,41.61%,66.82%
2025-03-20,ID,4383,43.44%,24.94%,16.43%,11.77%,9.10%,8.01%,3.42%,2.01%,18.43%,58.67%,42.74%,32.11%,57.41%
2025-03-20,MX,192,40.62%,28.12%,21.35%,19.79%,19.27%,17.19%,8.33%,2.08%,42.31%,25.00%,48.48%,61.11%,69.23%
2025-03-20,TH,2199,48.48%,31.56%,22.37%,15.64%,12.55%,10.64%,3.64%,1.82%,21.95%,50.00%,34.19%,33.72%,65.10%
2025-03-20,VN,198,44.95%,29.80%,23.23%,20.20%,17.68%,15.15%,8.59%,6.06%,33.71%,70.59%,56.67%,50.85%,66.29%
2025-03-21,BR,614,36.97%,21.66%,15.47%,11.56%,11.89%,9.77%,4.07%,2.61%,26.43%,64.00%,41.67%,45.11%,58.59%
2025-03-21,ID,5226,42.12%,23.40%,16.30%,11.77%,8.99%,7.46%,3.20%,1.72%,17.72%,53.89%,42.82%,31.89%,55.57%
2025-03-21,MX,232,33.19%,22.84%,14.22%,14.22%,13.79%,11.64%,10.34%,2.59%,35.06%,25.00%,88.89%,50.94%,68.83%
2025-03-21,TH,2620,54.24%,34.05%,24.24%,18.85%,15.65%,12.18%,4.05%,2.10%,22.45%,51.89%,33.23%,35.76%,62.77%
2025-03-21,VN,212,49.53%,30.19%,20.75%,17.45%,16.98%,14.15%,7.08%,6.60%,28.57%,93.33%,50.00%,46.88%,60.95%
2025-03-22,BR,834,35.37%,21.46%,14.27%,11.75%,9.95%,9.59%,4.56%,2.40%,27.12%,52.63%,47.50%,44.69%,60.68%
2025-03-22,ID,5262,42.08%,23.07%,14.82%,10.93%,8.70%,7.16%,2.81%,1.54%,17.03%,54.73%,39.26%,31.05%,54.83%
2025-03-22,MX,279,36.92%,18.28%,14.34%,10.04%,10.04%,9.32%,4.30%,2.87%,25.24%,66.67%,46.15%,50.98%,49.51%
2025-03-22,TH,3236,52.75%,34.05%,24.69%,19.16%,15.67%,13.01%,5.19%,2.29%,24.66%,44.05%,39.90%,38.20%,64.56%
2025-03-22,VN,209,44.98%,27.27%,18.18%,17.70%,11.00%,15.79%,9.09%,7.18%,35.11%,78.95%,57.58%,57.89%,60.64%
2025-03-23,BR,856,32.48%,21.38%,16.00%,12.27%,9.70%,11.68%,4.56%,2.34%,35.97%,51.28%,39.00%,54.64%,65.83%
2025-03-23,ID,2959,41.70%,25.79%,18.38%,14.67%,12.81%,10.31%,4.33%,2.91%,24.72%,67.19%,41.97%,39.97%,61.83%
2025-03-23,MX,333,36.94%,25.53%,21.92%,19.22%,18.92%,18.62%,9.91%,2.70%,50.41%,27.27%,53.23%,72.94%,69.11%
2025-03-23,TH,2947,48.46%,30.06%,21.75%,16.02%,14.05%,11.47%,4.07%,2.14%,23.67%,52.50%,35.50%,38.15%,62.04%
2025-03-23,VN,227,39.65%,27.75%,22.91%,17.18%,16.74%,15.86%,6.61%,3.52%,40.00%,53.33%,41.67%,57.14%,70.00%
2025-03-24,BR,583,39.45%,28.99%,22.13%,18.87%,18.01%,16.30%,10.81%,3.95%,41.30%,36.51%,66.32%,56.21%,73.48%
2025-03-24,ID,2298,41.73%,26.33%,19.67%,14.27%,10.79%,8.92%,4.96%,2.26%,21.38%,45.61%,55.61%,33.88%,63.09%
2025-03-24,MX,195,44.10%,29.74%,23.59%,16.92%,15.90%,16.92%,9.23%,3.08%,38.37%,33.33%,54.55%,56.90%,67.44%
2025-03-24,TH,2715,48.51%,31.16%,21.99%,16.80%,11.97%,10.83%,3.72%,1.66%,22.32%,44.55%,34.35%,34.75%,64.24%
2025-03-24,VN,189,44.44%,28.04%,19.58%,18.52%,17.99%,17.99%,8.99%,3.17%,40.48%,35.29%,50.00%,64.15%,63.10%
2025-03-25,BR,542,41.14%,25.83%,21.96%,16.24%,16.24%,12.55%,5.72%,3.14%,30.49%,54.84%,45.59%,48.57%,62.78%
2025-03-25,ID,1793,45.79%,29.00%,21.75%,18.07%,14.00%,12.33%,5.19%,2.57%,26.92%,49.46%,42.08%,42.50%,63.34%
2025-03-25,MX,208,37.98%,25.00%,19.71%,19.71%,17.79%,14.90%,5.29%,1.92%,39.24%,36.36%,35.48%,59.62%,65.82%
2025-03-25,TH,2417,49.44%,29.33%,20.48%,16.01%,12.74%,10.55%,4.22%,1.86%,21.34%,44.12%,40.00%,35.97%,59.33%
2025-03-25,VN,147,51.70%,29.93%,24.49%,22.45%,18.37%,15.65%,8.84%,5.44%,30.26%,61.54%,56.52%,52.27%,57.89%
2025-03-26,BR,460,40.00%,23.04%,19.78%,18.48%,14.13%,12.61%,5.87%,3.70%,31.52%,62.96%,46.55%,54.72%,57.61%
2025-03-26,ID,1487,46.87%,30.20%,20.98%,16.75%,12.71%,11.77%,4.64%,3.50%,25.11%,75.36%,39.43%,38.98%,64.42%
2025-03-26,MX,203,39.90%,28.08%,20.20%,17.24%,13.30%,9.85%,9.36%,4.93%,24.69%,52.63%,95.00%,35.09%,70.37%
2025-03-26,TH,2354,51.70%,30.71%,20.90%,15.97%,12.06%,9.98%,2.80%,1.53%,19.31%,54.55%,28.09%,32.50%,59.41%
2025-03-26,VN,189,48.15%,39.68%,33.33%,23.81%,19.05%,21.16%,10.58%,7.41%,43.96%,70.00%,50.00%,53.33%,82.42%
2025-03-27,BR,475,40.00%,26.95%,21.26%,17.47%,14.53%,12.63%,7.79%,5.26%,31.58%,67.57%,61.67%,46.88%,67.37%
2025-03-27,ID,1398,46.49%,30.90%,21.17%,16.67%,14.16%,11.73%,5.72%,3.65%,25.23%,63.75%,48.78%,37.96%,66.46%
2025-03-27,MX,175,37.71%,28.57%,23.43%,18.86%,16.00%,18.29%,9.14%,1.71%,48.48%,18.75%,50.00%,64.00%,75.76%
2025-03-27,TH,2134,48.78%,28.96%,21.51%,14.48%,10.68%,8.43%,2.53%,1.08%,17.29%,42.59%,30.00%,29.13%,59.37%
2025-03-27,VN,252,59.52%,43.25%,27.38%,20.63%,17.46%,12.70%,7.94%,5.56%,21.33%,70.00%,62.50%,29.36%,72.67%
2025-03-28,BR,508,41.34%,28.54%,21.46%,17.32%,13.19%,14.37%,8.27%,3.94%,34.76%,47.62%,57.53%,50.34%,69.05%
2025-03-28,ID,1488,48.25%,29.30%,21.37%,16.47%,13.24%,11.69%,5.38%,4.03%,24.23%,75.00%,45.98%,39.91%,60.72%
2025-03-28,MX,231,42.86%,31.60%,19.48%,16.45%,15.15%,10.39%,9.09%,1.73%,24.24%,19.05%,87.50%,32.88%,73.74%
2025-03-28,TH,2057,48.86%,30.38%,21.34%,15.41%,12.06%,10.40%,3.26%,1.70%,21.29%,52.24%,31.31%,34.24%,62.19%
2025-03-28,VN,314,50.64%,32.48%,28.03%,21.02%,19.43%,18.15%,7.01%,3.18%,35.85%,45.45%,38.60%,55.88%,64.15%
2025-03-29,BR,682,39.74%,22.58%,19.35%,15.54%,13.49%,11.00%,8.65%,4.25%,27.68%,49.15%,78.67%,48.70%,56.83%
2025-03-29,ID,1466,45.23%,27.08%,19.92%,16.10%,13.37%,10.57%,6.21%,4.30%,23.38%,69.23%,58.71%,39.04%,59.88%
2025-03-29,MX,224,41.96%,25.00%,20.54%,17.86%,12.05%,15.62%,9.38%,2.23%,37.23%,23.81%,60.00%,62.50%,59.57%
2025-03-29,TH,1828,50.49%,29.49%,20.79%,14.33%,11.65%,10.50%,3.83%,1.48%,20.80%,38.57%,36.46%,35.62%,58.40%
2025-03-29,VN,314,52.87%,27.71%,20.38%,16.24%,13.38%,9.87%,6.05%,4.46%,18.67%,73.68%,61.29%,35.63%,52.41%
2025-03-30,BR,791,30.09%,22.50%,15.93%,13.91%,12.01%,10.87%,7.84%,3.54%,36.13%,45.16%,72.09%,48.31%,74.79%
2025-03-30,ID,1370,45.11%,28.03%,21.53%,16.35%,13.21%,11.82%,6.28%,2.99%,26.21%,47.67%,53.09%,42.19%,62.14%
2025-03-30,MX,255,38.82%,24.31%,14.12%,9.80%,12.16%,13.73%,6.27%,1.96%,35.35%,31.25%,45.71%,56.45%,62.63%
2025-03-30,TH,1915,46.37%,29.66%,18.90%,15.87%,11.23%,9.50%,4.33%,1.41%,20.50%,32.53%,45.60%,32.04%,63.96%
2025-03-30,VN,355,45.07%,31.55%,25.07%,20.28%,18.31%,17.75%,7.61%,5.63%,39.38%,74.07%,42.86%,56.25%,70.00%
2025-03-31,BR,506,33.79%,23.12%,17.39%,15.02%,12.85%,10.87%,5.93%,2.77%,32.16%,46.67%,54.55%,47.01%,68.42%
2025-03-31,ID,1186,45.28%,28.16%,21.67%,16.95%,14.59%,14.25%,7.84%,4.47%,31.47%,56.99%,55.03%,50.60%,62.20%
2025-03-31,MX,200,38.00%,24.00%,18.00%,15.00%,16.50%,14.50%,8.50%,2.50%,38.16%,29.41%,58.62%,60.42%,63.16%
2025-03-31,TH,1669,47.57%,29.96%,21.63%,16.96%,11.92%,9.95%,4.61%,1.86%,20.91%,40.26%,46.39%,33.20%,62.97%
2025-03-31,VN,251,51.79%,38.25%,29.08%,25.50%,23.11%,18.33%,12.35%,7.57%,35.38%,61.29%,67.39%,47.92%,73.85%
2025-04-01,BR,583,38.08%,26.76%,18.35%,18.01%,15.78%,10.81%,8.23%,3.26%,28.38%,39.58%,76.19%,40.38%,70.27%
2025-04-01,ID,1361,46.58%,31.08%,23.44%,20.57%,16.61%,13.59%,5.95%,4.34%,29.18%,72.84%,43.78%,43.74%,66.72%
2025-04-01,MX,170,28.24%,18.24%,12.35%,10.59%,13.53%,10.00%,7.06%,2.94%,35.42%,41.67%,70.59%,54.84%,64.58%
2025-04-01,TH,1732,47.23%,29.33%,19.57%,15.13%,11.89%,9.87%,3.75%,1.79%,20.90%,47.69%,38.01%,33.66%,62.10%
2025-04-01,VN,242,56.20%,36.36%,30.58%,21.49%,17.77%,14.88%,10.33%,4.96%,26.47%,48.00%,69.44%,40.91%,64.71%
2025-04-02,BR,532,40.41%,27.07%,21.43%,18.42%,11.47%,11.65%,8.08%,4.32%,28.84%,53.49%,69.35%,43.06%,66.98%
2025-04-02,ID,1463,45.86%,30.08%,23.44%,20.44%,17.77%,12.10%,7.79%,6.70%,26.38%,85.96%,64.41%,40.23%,65.57%
2025-04-02,MX,197,31.47%,24.37%,23.86%,19.80%,11.68%,9.14%,6.60%,0.51%,29.03%,7.69%,72.22%,37.50%,77.42%
2025-04-02,TH,1760,48.24%,28.64%,20.68%,14.43%,11.65%,5.80%,3.35%,1.25%,12.01%,37.29%,57.84%,20.24%,59.36%
2025-04-02,VN,246,43.90%,33.33%,28.05%,22.36%,16.67%,14.23%,8.54%,7.32%,32.41%,85.71%,60.00%,42.68%,75.93%
2025-04-03,BR,472,38.35%,25.00%,17.37%,14.62%,12.08%,11.02%,6.36%,2.54%,28.73%,40.00%,57.69%,44.07%,65.19%
2025-04-03,ID,1419,48.27%,30.94%,22.83%,17.48%,9.94%,10.50%,5.21%,4.44%,21.75%,85.14%,49.66%,33.94%,64.09%
2025-04-03,MX,183,36.07%,25.68%,18.03%,12.57%,12.02%,12.02%,7.10%,3.83%,33.33%,53.85%,59.09%,46.81%,71.21%
2025-04-03,TH,1647,49.18%,28.90%,20.95%,14.39%,7.41%,7.65%,3.70%,1.82%,15.56%,49.18%,48.41%,26.47%,58.77%
2025-04-03,VN,214,46.73%,32.24%,29.44%,17.76%,14.02%,14.49%,11.21%,7.01%,31.00%,62.50%,77.42%,44.93%,69.00%
2025-04-04,BR,569,38.49%,24.25%,16.17%,11.25%,10.19%,9.14%,5.10%,2.11%,23.74%,41.38%,55.77%,37.68%,63.01%
2025-04-04,ID,1397,45.96%,28.56%,22.19%,11.45%,11.38%,10.95%,7.09%,4.08%,23.83%,57.58%,64.71%,38.35%,62.15%
2025-04-04,MX,185,36.22%,25.41%,15.68%,11.89%,11.35%,11.35%,6.49%,1.62%,31.34%,25.00%,57.14%,44.68%,70.15%
2025-04-04,TH,1454,45.19%,25.93%,18.23%,8.46%,7.98%,6.33%,3.30%,1.58%,14.00%,47.92%,52.17%,24.40%,57.38%
2025-04-04,VN,218,56.88%,38.07%,28.44%,19.72%,18.81%,15.14%,9.17%,5.96%,26.61%,65.00%,60.61%,39.76%,66.94%
2025-04-05,BR,778,35.99%,17.10%,14.27%,12.85%,11.44%,9.64%,6.43%,1.29%,26.79%,20.00%,66.67%,56.39%,47.50%
2025-04-05,ID,1296,48.23%,31.40%,18.06%,15.28%,13.04%,13.73%,9.41%,5.17%,28.48%,54.92%,68.54%,43.73%,65.12%
2025-04-05,MX,210,35.71%,21.43%,14.76%,12.86%,14.29%,12.86%,9.05%,1.43%,36.00%,15.79%,70.37%,60.00%,60.00%
2025-04-05,TH,1440,43.75%,28.89%,11.39%,9.79%,9.17%,7.08%,2.43%,1.18%,16.19%,48.57%,34.31%,24.52%,66.03%
2025-04-05,VN,298,48.99%,30.20%,14.77%,16.44%,12.75%,13.42%,9.73%,7.05%,27.40%,72.41%,72.50%,44.44%,61.64%
2025-04-06,BR,860,28.14%,15.93%,15.35%,13.72%,10.93%,11.05%,4.65%,1.51%,39.26%,32.50%,42.11%,69.34%,56.61%
2025-04-06,ID,1292,48.53%,21.83%,17.49%,14.63%,12.54%,13.31%,7.35%,4.64%,27.43%,63.16%,55.23%,60.99%,44.98%
2025-04-06,MX,262,31.30%,24.81%,17.56%,18.32%,18.70%,20.61%,9.16%,1.53%,65.85%,16.67%,44.44%,83.08%,79.27%
2025-04-06,TH,1508,45.42%,17.77%,15.65%,11.54%,11.41%,8.82%,3.71%,1.79%,19.42%,48.21%,42.11%,49.63%,39.12%
2025-04-06,VN,342,47.95%,19.59%,19.59%,16.96%,16.67%,18.13%,8.77%,3.80%,37.80%,43.33%,48.39%,92.54%,40.85%
2025-04-07,BR,446,31.39%,24.22%,19.73%,16.14%,14.35%,11.43%,6.50%,2.24%,36.43%,34.48%,56.86%,47.22%,77.14%
2025-04-07,ID,1288,37.27%,25.16%,17.86%,14.98%,14.52%,11.72%,7.45%,4.27%,31.46%,57.29%,63.58%,46.60%,67.50%
2025-04-07,MX,125,30.40%,24.00%,18.40%,16.80%,14.40%,11.20%,8.80%,0.80%,36.84%,9.09%,78.57%,46.67%,78.95%
2025-04-07,TH,1589,31.78%,23.47%,16.55%,13.40%,11.01%,8.31%,3.08%,1.26%,26.14%,40.82%,37.12%,35.39%,73.86%
2025-04-07,VN,307,32.57%,27.04%,19.87%,17.26%,19.54%,17.92%,10.42%,5.54%,55.00%,53.12%,58.18%,66.27%,83.00%
2025-04-08,BR,475,36.84%,24.21%,19.37%,13.26%,12.42%,8.63%,5.68%,1.68%,23.43%,29.63%,65.85%,35.65%,65.71%
2025-04-08,ID,1027,48.59%,32.04%,26.19%,21.91%,17.82%,14.12%,9.74%,6.82%,29.06%,70.00%,68.97%,44.07%,65.93%
2025-04-08,MX,213,36.62%,25.82%,20.66%,20.19%,14.55%,9.86%,6.10%,2.35%,26.92%,38.46%,61.90%,38.18%,70.51%
2025-04-08,TH,584,47.43%,27.74%,20.38%,15.92%,14.04%,12.50%,5.48%,2.91%,26.35%,53.12%,43.84%,45.06%,58.48%
2025-04-08,VN,158,53.16%,40.51%,32.91%,28.48%,21.52%,17.72%,8.23%,5.06%,33.33%,61.54%,46.43%,43.75%,76.19%
2025-04-09,BR,464,42.89%,28.02%,21.77%,18.97%,15.09%,13.15%,5.82%,1.94%,30.65%,33.33%,44.26%,46.92%,65.33%
2025-04-09,ID,1068,48.78%,31.46%,22.19%,17.88%,16.10%,14.23%,7.21%,4.21%,29.17%,58.44%,50.66%,45.24%,64.49%
2025-04-09,MX,181,46.96%,29.28%,18.23%,18.78%,13.81%,10.50%,7.18%,1.10%,22.35%,15.38%,68.42%,35.85%,62.35%
2025-04-09,TH,458,46.72%,31.66%,23.14%,18.34%,13.54%,10.92%,8.73%,4.15%,23.36%,47.50%,80.00%,34.48%,67.76%
2025-04-09,VN,425,55.29%,35.29%,28.47%,24.00%,14.59%,13.65%,5.88%,3.06%,24.68%,52.00%,43.10%,38.67%,63.83%
2025-04-10,BR,473,36.79%,23.04%,20.08%,14.38%,11.21%,10.36%,4.02%,1.06%,28.16%,26.32%,38.78%,44.95%,62.64%
2025-04-10,ID,1023,50.83%,34.90%,25.51%,20.72%,17.89%,14.66%,9.58%,6.84%,28.85%,71.43%,65.33%,42.02%,68.65%
2025-04-10,MX,216,43.52%,29.17%,20.83%,15.74%,14.81%,12.96%,6.02%,2.31%,29.79%,38.46%,46.43%,44.44%,67.02%
2025-04-10,TH,388,46.13%,31.19%,22.16%,17.78%,13.14%,12.63%,4.12%,2.32%,27.37%,56.25%,32.65%,40.50%,67.60%
2025-04-10,VN,538,55.20%,38.10%,27.14%,20.07%,17.84%,15.24%,5.58%,3.35%,27.61%,60.00%,36.59%,40.00%,69.02%
2025-04-11,BR,476,43.91%,28.57%,20.17%,15.55%,15.76%,13.03%,6.09%,1.89%,29.67%,31.03%,46.77%,45.59%,65.07%
2025-04-11,ID,1003,48.95%,34.50%,23.83%,19.64%,14.86%,14.86%,7.98%,4.99%,30.35%,62.50%,53.69%,43.06%,70.47%
2025-04-11,MX,211,45.50%,36.02%,23.22%,23.22%,18.48%,15.64%,7.58%,0.95%,34.38%,12.50%,48.48%,43.42%,79.17%
2025-04-11,TH,569,55.18%,28.47%,20.21%,17.75%,14.24%,12.48%,4.04%,1.76%,22.61%,43.48%,32.39%,43.83%,51.59%
2025-04-11,VN,1047,55.97%,29.23%,19.10%,16.52%,13.47%,10.32%,4.68%,2.48%,18.43%,53.06%,45.37%,35.29%,52.22%
2025-04-12,BR,647,36.48%,19.63%,15.92%,12.83%,12.06%,10.51%,4.02%,2.01%,28.81%,50.00%,38.24%,53.54%,53.81%
2025-04-12,ID,1369,51.42%,27.03%,20.45%,16.14%,13.59%,12.49%,6.28%,3.94%,24.29%,62.79%,50.29%,46.22%,52.56%
2025-04-12,MX,247,44.94%,27.94%,23.48%,17.81%,12.96%,12.96%,5.26%,1.62%,28.83%,30.77%,40.62%,46.38%,62.16%
2025-04-12,TH,2565,43.35%,25.81%,15.36%,11.27%,8.03%,7.02%,2.38%,1.36%,16.19%,57.38%,33.89%,27.19%,59.53%
